Label	Id	FunctionName	obs_n	perm_mean_n	enrich(log2)	p_enrich	fdr_enrich	BHfdr_enrich	p_deplete	fdr_deplete	BHfdr_deplete	Genes
0.5%	hsa04976	['Bile secretion']	3	4.26935000	-0.50905394	0.82360176	0.42327182	1.00000000	0.36377636	0.24165725	0.99997000	['NR0B2', 'SCARB1', 'SLC22A7']
0.5%	hsa05416	['Viral myocarditis']	2	2.89892000	-0.53551552	0.82812172	0.42327182	1.00000000	0.41957580	0.27363607	0.99997000	['CD28', 'RAC1']
0.1%	hsa05231	['Choline metabolism in cancer']	1	1.70701000	-0.77147151	0.83181168	0.42327182	1.00000000	0.48351516	0.30108183	0.99997000	['SP1']
0.1%	hsa04912	['GnRH signaling pathway']	1	1.72988000	-0.79067196	0.83314167	0.42327182	1.00000000	0.47452525	0.29691993	0.99997000	['MAPK7']
0.5%	hsa04261	['Adrenergic signaling in cardiomyocytes']	9	11.24442000	-0.32121234	0.83412166	0.42327182	1.00000000	0.27520725	0.19751874	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3', 'CREM', 'PPP1CC', 'PPP2R3A', 'RPS6KA5']
0.1%	hsa04150	['mTOR signaling pathway']	1	1.76419000	-0.81900594	0.83470165	0.42327182	1.00000000	0.46663533	0.29233064	0.99997000	['WNT1']
0.5%	hsa04925	['Aldosterone synthesis and secretion']	6	7.87119000	-0.39161926	0.84031160	0.42327182	1.00000000	0.29178708	0.20501440	0.99997000	['ATF1', 'ITPR2', 'PRKCE', 'PRKD1', 'PRKD3', 'SCARB1']
0.5%	hsa05014	['Amyotrophic lateral sclerosis (ALS)']	2	3.09041000	-0.62779825	0.84172158	0.42327182	1.00000000	0.38087619	0.24935116	0.99997000	['PPP3CB', 'RAC1']
0.5%	hsa04924	['Renin secretion']	4	5.52462000	-0.46587524	0.84176158	0.42327182	1.00000000	0.32054679	0.22420748	0.99997000	['ITPR2', 'PPP3CB', 'PTGER2', 'PTGER4']
0.5%	hsa05030	['Cocaine addiction']	2	3.08194000	-0.62383878	0.84280157	0.42327182	1.00000000	0.38003620	0.24935116	0.99997000	['NFKB1', 'RELA']
0.1%	hsa04720	['Long-term potentiation']	1	1.76450000	-0.81925943	0.84406156	0.42327182	1.00000000	0.46408536	0.29233064	0.99997000	['PPP1CC']
0.1%	hsa04520	['Adherens junction']	1	1.75861000	-0.81443558	0.84440156	0.42327182	1.00000000	0.46589534	0.29233064	0.99997000	['ERBB2']
0.5%	hsa03310	['Nuclear receptors']	2	3.11884000	-0.64100954	0.84834152	0.42327182	1.00000000	0.37213628	0.24174799	0.99997000	['NR0B2', 'NR6A1']
0.05%	hsa04812	['Cytoskeleton proteins']	2	3.31814000	-0.73037476	0.85148149	0.42327182	1.00000000	0.34879651	0.23717960	0.99997000	['KLC3', 'TUBA1A']
0.1%	hsa01009	['Protein phosphatases and associated proteins']	6	8.28890000	-0.46621816	0.85160148	0.42327182	1.00000000	0.26251737	0.19478294	0.99997000	['CABIN1', 'MTMR11', 'PPP1CC', 'PPTC7', 'PTP4A2', 'UBN1']
0.5%	hsa04664	['Fc epsilon RI signaling pathway']	3	4.47318000	-0.57633831	0.85297147	0.42327182	1.00000000	0.31916681	0.22420748	0.99997000	['AKT2', 'RAC1', 'VAV2']
0.5%	hsa00520	['Amino sugar and nucleotide sugar metabolism']	1	1.70335000	-0.76837491	0.85357146	0.42327182	1.00000000	0.47490525	0.29691993	0.99997000	['CYB5RL']
0.1%	hsa04052	['Cytokines and growth factors']	1	1.82054000	-0.86436644	0.85405146	0.42327182	1.00000000	0.44549555	0.27789936	0.99997000	['FGF7']
0.5%	hsa04514	['Cell adhesion molecules (CAMs)']	7	9.20333000	-0.39480104	0.85495145	0.42327182	1.00000000	0.26142739	0.19478294	0.99997000	['CADM1', 'CD28', 'CTLA4', 'ICOS', 'ITGB7', 'NEGR1', 'NEO1']
0.1%	hsa04750	['Inflammatory mediator regulation of TRP channels']	1	1.89001000	-0.91839387	0.85847142	0.42327182	1.00000000	0.42792572	0.27663355	0.99997000	['PPP1CC']
0.1%	hsa04727	['GABAergic synapse']	1	1.90747000	-0.93166037	0.85860141	0.42327182	1.00000000	0.42464575	0.27663355	0.99997000	['GPHN']
0.5%	hsa04510	['Focal adhesion']	13	16.32952000	-0.32897076	0.86222138	0.42327182	1.00000000	0.21403786	0.14674110	0.99997000	['AKT2', 'EGFR', 'ERBB2', 'FLNC', 'ITGB7', 'MYL9', 'MYLK3', 'PPP1CC', 'PXN', 'RAC1', 'SHC4', 'SRC', 'VAV2']
0.1%	hsa04512	['ECM-receptor interaction']	1	1.91156000	-0.93475048	0.86269137	0.42327182	1.00000000	0.42053579	0.27363607	0.99997000	['ITGB7']
0.1%	hsa05225	['Hepatocellular carcinoma']	1	1.94154000	-0.95720143	0.86276137	0.42327182	1.00000000	0.41693583	0.27005958	0.99997000	['WNT1']
0.5%	hsa05412	['Arrhythmogenic right ventricular cardiomyopathy (ARVC)']	7	9.16530000	-0.38882718	0.86294137	0.42327182	1.00000000	0.25317747	0.19458688	0.99997000	['ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3', 'DSC2', 'ITGB7', 'LEF1']
0.5%	hsa00562	['Inositol phosphate metabolism']	4	5.87665000	-0.55499398	0.86727133	0.42327182	1.00000000	0.27352726	0.19751874	0.99997000	['INPP5B', 'INPP5F', 'PLCH1', 'SYNJ1']
0.5%	hsa04260	['Cardiac muscle contraction']	4	5.57861000	-0.47990570	0.86843132	0.42327182	1.00000000	0.29262707	0.20501440	0.99997000	['ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3']
0.05%	hsa04131	['Membrane trafficking']	8	10.96811000	-0.45524304	0.87215128	0.42327182	1.00000000	0.21545785	0.14732172	0.99997000	['AKAP13', 'AP4S1', 'ARHGEF4', 'EPN2', 'FAM109A', 'VPS29', 'VPS35', 'VPS45']
0.05%	hsa04040	['Ion channels']	2	3.50233000	-0.80831503	0.87251127	0.42327182	1.00000000	0.31294687	0.22261096	0.99997000	['CACNB3', 'KCNH3']
0.05%	hsa05200	['Pathways in cancer']	2	3.48333000	-0.80046716	0.87295127	0.42327182	1.00000000	0.31522685	0.22362241	0.99997000	['FGF7', 'WNT1']
0.1%	hsa04915	['Estrogen signaling pathway']	1	2.00316000	-1.00227766	0.87340127	0.42327182	1.00000000	0.39704603	0.26158233	0.99997000	['SP1']
0.5%	hsa04114	['Oocyte meiosis']	4	5.97190000	-0.57819001	0.87415126	0.42327182	1.00000000	0.26185738	0.19478294	0.99997000	['ANAPC7', 'ITPR2', 'PPP1CC', 'PPP3CB']
0.05%	hsa04510	['Focal adhesion']	1	2.08190000	-1.05790077	0.88165118	0.42327182	1.00000000	0.37781622	0.24628141	0.99997000	['PPP1CC']
0.5%	hsa04136	['Autophagy - other']	1	1.90694000	-0.93125945	0.88273117	0.42327182	1.00000000	0.40218598	0.26313997	0.99997000	['ULK2']
0.5%	hsa04630	['Jak-STAT signaling pathway']	3	4.91568000	-0.71242850	0.88390116	0.42327182	1.00000000	0.26102739	0.19478294	0.99997000	['AKT2', 'EGFR', 'IL12A']
0.1%	hsa04012	['ErbB signaling pathway']	1	2.03225000	-1.02307789	0.88500115	0.42327182	1.00000000	0.37984620	0.24877842	0.99997000	['ERBB2']
0.5%	hsa01009	['Protein phosphatases and associated proteins']	27	32.11286000	-0.25019175	0.88504115	0.42327182	1.00000000	0.16429836	0.10244953	0.99997000	['AKAP9', 'CABIN1', 'CSRNP2', 'CTDSPL2', 'DLG2', 'DZIP3', 'FER', 'GRM1', 'GRM7', 'IKZF4', 'LMTK2', 'MCM7', 'MTMR11', 'PPM1E', 'PPP1CC', 'PPP2R3A', 'PPP3CB', 'PPP4R3A', 'PPP4R4', 'PPTC7', 'PTP4A2', 'PTPN22', 'PTPN9', 'PTPRA', 'STRN3', 'UBN1', 'VPS54']
0.1%	hsa05170	['Human immunodeficiency virus 1 infection']	1	2.18544000	-1.12792377	0.89356106	0.42327182	1.00000000	0.35104649	0.23717960	0.99997000	['PDIA3']
0.1%	hsa04024	['cAMP signaling pathway']	2	3.69854000	-0.88695588	0.89371106	0.42327182	1.00000000	0.27324727	0.19751874	0.99997000	['ATP2A2', 'PPP1CC']
0.05%	hsa04015	['Rap1 signaling pathway']	1	2.16964000	-1.11745568	0.89513105	0.42327182	1.00000000	0.35319647	0.23717960	0.99997000	['FGF7']
0.05%	hsa04020	['Calcium signaling pathway']	1	2.19702000	-1.13554800	0.89568104	0.42327182	1.00000000	0.34676653	0.23717960	0.99997000	['ATP2A2']
0.5%	hsa00640	['Propanoate metabolism']	1	2.04674000	-1.03332785	0.89637104	0.42327182	1.00000000	0.36703633	0.24165725	0.99997000	['HADHA']
0.1%	hsa04611	['Platelet activation']	1	2.17579000	-1.12153932	0.89812102	0.42327182	1.00000000	0.34773652	0.23717960	0.99997000	['PPP1CC']
0.05%	hsa05165	['Human papillomavirus infection']	1	2.21431000	-1.14685721	0.89895101	0.42327182	1.00000000	0.34367656	0.23559455	0.99997000	['WNT1']
0.5%	hsa04670	['Leukocyte transendothelial migration']	4	6.27495000	-0.64960396	0.90347097	0.42327182	1.00000000	0.21516785	0.14732172	0.99997000	['MYL9', 'PXN', 'RAC1', 'VAV2']
0.05%	hsa04147	['Exosome']	2	3.86896000	-0.95194581	0.90414096	0.42327182	1.00000000	0.24840752	0.18410280	0.99997000	['MVP', 'TUBA1A']
0.5%	hsa05034	['Alcoholism']	4	6.34639000	-0.66593618	0.90443096	0.42327182	1.00000000	0.21214788	0.14616904	0.99997000	['GNAO1', 'PPP1CC', 'SHC4', 'SLC29A2']
0.5%	hsa04371	['Apelin signaling pathway']	7	10.03385000	-0.51944845	0.90824092	0.42327182	1.00000000	0.17784822	0.11141783	0.99997000	['AKT2', 'ITPR2', 'MYLK3', 'PRKAA2', 'PRKAG1', 'PRKCE', 'RPS6KB1']
0.1%	hsa04070	['Phosphatidylinositol signaling system']	1	2.28153000	-1.19000162	0.90843092	0.42327182	1.00000000	0.32326677	0.22420748	0.99997000	['SYNJ1']
0.1%	hsa05200	['Pathways in cancer']	4	6.70931000	-0.74616440	0.91274087	0.42327182	1.00000000	0.18709813	0.12831634	0.99997000	['ERBB2', 'FGF7', 'SP1', 'WNT1']
0.1%	hsa04151	['PI3K-Akt signaling pathway']	3	5.43053000	-0.85613051	0.91811082	0.42327182	1.00000000	0.19467805	0.13526318	0.99997000	['ERBB2', 'FGF7', 'ITGB7']
0.05%	hsa01002	['Peptidases and inhibitors']	2	4.02810000	-1.01009950	0.91871081	0.42327182	1.00000000	0.22442776	0.14784932	0.99997000	['USP34', 'USP42']
0.5%	hsa05033	['Nicotine addiction']	2	3.84136000	-0.94161717	0.92000080	0.42327182	1.00000000	0.23115769	0.15164824	0.99997000	['GABRA5', 'GABRB3']
0.1%	hsa04310	['Wnt signaling pathway']	1	2.42773000	-1.27960798	0.92002080	0.42327182	1.00000000	0.29168708	0.20501440	0.99997000	['WNT1']
0.5%	hsa04723	['Retrograde endocannabinoid signaling']	7	10.39822000	-0.57090976	0.92346077	0.42327182	1.00000000	0.14999850	0.08403797	0.99997000	['GABRA5', 'GABRB3', 'GNAO1', 'GRM1', 'ITPR2', 'NDUFA11', 'NDUFB10']
0.1%	hsa04371	['Apelin signaling pathway']	1	2.50450000	-1.32452261	0.92634074	0.42327182	1.00000000	0.27255727	0.19751874	0.99997000	['PRKAG1']
0.5%	hsa05143	['African trypanosomiasis']	1	2.21573000	-1.14778209	0.92656073	0.42327182	1.00000000	0.30562694	0.21007092	0.99997000	['IL12A']
0.5%	hsa04640	['Hematopoietic cell lineage']	1	2.52766000	-1.33780242	0.92716073	0.42327182	1.00000000	0.27063729	0.19751874	0.99997000	['KITLG']
0.1%	hsa04723	['Retrograde endocannabinoid signaling']	1	2.57666000	-1.36550218	0.92972070	0.42327182	1.00000000	0.26307737	0.19478294	0.99997000	['NDUFA11']
0.1%	hsa04270	['Vascular smooth muscle contraction']	1	2.55619000	-1.35399507	0.93059069	0.42327182	1.00000000	0.25968740	0.19458688	0.99997000	['PPP1CC']
0.5%	hsa04610	['Complement and coagulation cascades']	1	2.57943000	-1.36705230	0.93316067	0.42327182	1.00000000	0.25914741	0.19458688	0.99997000	['SERPINC1']
0.5%	hsa05110	['Vibrio cholerae infection']	1	2.47371000	-1.30667638	0.93401066	0.42327182	1.00000000	0.26445736	0.19478294	0.99997000	['ATP6V1D']
0.5%	hsa01002	['Peptidases and inhibitors']	25	31.87644000	-0.35056242	0.93487065	0.42327182	1.00000000	0.09717903	0.04421005	0.99997000	['ABHD13', 'ADAMTS6', 'ADGRB2', 'ADGRB3', 'AGBL1', 'APP', 'ASTL', 'BIRC6', 'C9orf3', 'CAPN3', 'FETUB', 'HP', 'PRSS27', 'PSMB7', 'QPCTL', 'SERPINA10', 'SERPINC1', 'SPPL2C', 'TMPRSS7', 'UCHL5', 'USP15', 'USP33', 'USP34', 'USP42', 'USP48']
0.5%	hsa04928	['Parathyroid hormone synthesis, secretion and action']	5	8.17400000	-0.70911415	0.93630064	0.42327182	1.00000000	0.14122859	0.07790743	0.99997000	['AKAP13', 'EGFR', 'ITPR2', 'RUNX2', 'SP1']
0.5%	hsa04971	['Gastric acid secretion']	3	5.51316000	-0.87791697	0.93792062	0.42327182	1.00000000	0.16360836	0.10244953	0.99997000	['ITPR2', 'KCNJ1', 'MYLK3']
0.5%	hsa04030	['G protein-coupled receptors']	10	14.73462000	-0.55920985	0.94255057	0.42327182	1.00000000	0.10541895	0.04538853	0.99997000	['ADGRB2', 'ADGRB3', 'CRHR1', 'GPR39', 'GRM1', 'GRM7', 'OPN1SW', 'P2RY14', 'PTGER2', 'PTGER4']
0.1%	hsa05131	['Shigellosis']	1	2.76561000	-1.46759773	0.94330057	0.42327182	1.00000000	0.22921771	0.15164824	0.99997000	['SEPT12']
0.1%	hsa04728	['Dopaminergic synapse']	1	2.74316000	-1.45583877	0.94338057	0.42327182	1.00000000	0.22884771	0.15164824	0.99997000	['PPP1CC']
0.5%	hsa04912	['GnRH signaling pathway']	4	6.95737000	-0.79854205	0.94362056	0.42327182	1.00000000	0.13874861	0.07790743	0.99997000	['EGFR', 'ITPR2', 'MAPK7', 'SRC']
0.05%	hsa04151	['PI3K-Akt signaling pathway']	1	2.83125000	-1.50143915	0.94659053	0.42327182	1.00000000	0.21618784	0.14732172	0.99997000	['FGF7']
0.5%	hsa04072	['Phospholipase D signaling pathway']	8	12.16126000	-0.60422081	0.94765052	0.42327182	1.00000000	0.10677893	0.04627053	0.99997000	['AKT2', 'CYTH3', 'DGKA', 'EGFR', 'GRM1', 'GRM7', 'KITLG', 'SHC4']
0.5%	hsa04720	['Long-term potentiation']	4	6.99825000	-0.80699420	0.94903051	0.42327182	1.00000000	0.12925871	0.06807861	0.99997000	['GRM1', 'ITPR2', 'PPP1CC', 'PPP3CB']
0.5%	hsa04024	['cAMP signaling pathway']	10	14.95943000	-0.58105521	0.95304047	0.42327182	1.00000000	0.08880911	0.04200404	0.99997000	['AKT2', 'ATP2A1', 'ATP2A2', 'MYL9', 'NFKB1', 'PPP1CC', 'PTGER2', 'RAC1', 'RELA', 'VAV2']
0.5%	hsa04973	['Carbohydrate digestion and absorption']	1	2.74790000	-1.45832950	0.95342047	0.42327182	1.00000000	0.20829792	0.14616904	0.99997000	['AKT2']
0.5%	hsa04960	['Aldosterone-regulated sodium reabsorption']	1	2.63491000	-1.39775368	0.95528045	0.42327182	1.00000000	0.21414786	0.14732172	0.99997000	['KCNJ1']
0.5%	hsa04611	['Platelet activation']	5	8.66030000	-0.79248891	0.95644044	0.42327182	1.00000000	0.10331897	0.04518222	0.99997000	['AKT2', 'ITPR2', 'MYLK3', 'PPP1CC', 'SRC']
0.5%	hsa04270	['Vascular smooth muscle contraction']	6	10.00260000	-0.73734065	0.95966040	0.42327182	1.00000000	0.08998910	0.04379483	0.99997000	['ITPR2', 'MYL9', 'MYLK3', 'PLA2G3', 'PPP1CC', 'PRKCE']
0.1%	hsa04072	['Phospholipase D signaling pathway']	1	3.06864000	-1.61759940	0.96054039	0.42327182	1.00000000	0.17551824	0.11141783	0.99997000	['CYTH3']
0.1%	hsa04040	['Ion channels']	3	6.70317000	-1.15988102	0.96885031	0.42327182	1.00000000	0.08753912	0.04176554	0.99997000	['CACNA2D3', 'CACNB3', 'KCNH3']
0.5%	hsa04141	['Protein processing in endoplasmic reticulum']	4	7.78302000	-0.96033006	0.96914031	0.42327182	1.00000000	0.08377916	0.03731296	0.99997000	['DNAJA2', 'PDIA3', 'RAD23A', 'RNF185']
0.5%	hsa00536	['Glycosaminoglycan binding proteins']	7	11.84832000	-0.75925568	0.96922031	0.42327182	1.00000000	0.06818932	0.02913284	0.99997000	['APP', 'FGF7', 'HPSE2', 'IL12A', 'SERPINC1', 'WNT1', 'WNT10B']
0.5%	hsa04070	['Phosphatidylinositol signaling system']	5	9.07363000	-0.85975174	0.97021030	0.42327182	1.00000000	0.07738923	0.03396190	0.99997000	['DGKA', 'INPP5B', 'INPP5F', 'ITPR2', 'SYNJ1']
0.5%	hsa04929	['GnRH secretion']	3	6.25883000	-1.06093049	0.97077029	0.42327182	1.00000000	0.09159908	0.04379483	0.99997000	['AKT2', 'HCN1', 'ITPR2']
0.5%	hsa05414	['Dilated cardiomyopathy (DCM)']	5	8.90426000	-0.83256762	0.97125029	0.42327182	1.00000000	0.07765922	0.03483207	0.99997000	['ATP2A1', 'ATP2A2', 'CACNA2D3', 'CACNB3', 'ITGB7']
0.5%	hsa04050	['Cytokine receptors']	1	3.45335000	-1.78799656	0.97357026	0.42327182	1.00000000	0.13041870	0.06818786	0.99997000	['EDAR']
0.5%	hsa02010	['ABC transporters']	1	3.39450000	-1.76319909	0.97760022	0.42327182	1.00000000	0.11807882	0.05792225	0.99997000	['ABCA12']
0.5%	hsa04930	['Type II diabetes mellitus']	1	3.33145000	-1.73615024	0.98007020	0.42327182	1.00000000	0.11657883	0.05711758	0.99997000	['PRKCE']
0.5%	hsa04015	['Rap1 signaling pathway']	10	16.36985000	-0.71104110	0.98077019	0.42327182	1.00000000	0.03985960	0.01473615	0.99997000	['AKT2', 'EGFR', 'FGF7', 'GNAO1', 'KITLG', 'PRKD1', 'PRKD3', 'RAC1', 'SRC', 'VAV2']
0.5%	hsa04728	['Dopaminergic synapse']	6	11.11214000	-0.88910227	0.98109019	0.42327182	1.00000000	0.04718953	0.01833586	0.99997000	['AKT2', 'GNAO1', 'ITPR2', 'PPP1CC', 'PPP2R3A', 'PPP3CB']
0.5%	hsa00230	['Purine metabolism']	4	8.50410000	-1.08815856	0.98151018	0.42327182	1.00000000	0.05333947	0.02014463	0.99997000	['NT5C2', 'NT5M', 'PDE8A', 'XDH']
0.05%	hsa02000	['Transporters']	1	3.85519000	-1.94680196	0.98157018	0.42327182	1.00000000	0.09476905	0.04379483	0.99997000	['SLC5A10']
0.5%	hsa04080	['Neuroactive ligand-receptor interaction']	10	16.56696000	-0.72830890	0.98274017	0.42327182	1.00000000	0.03676963	0.01186922	0.99997000	['CRHR1', 'GABRA5', 'GABRB3', 'GRID2', 'GRM1', 'GRM7', 'NPFF', 'P2RY14', 'PTGER2', 'PTGER4']
0.5%	hsa04151	['PI3K-Akt signaling pathway']	14	21.77309000	-0.63711934	0.98288017	0.42327182	1.00000000	0.03208968	0.00960929	0.99997000	['AKT2', 'CDK4', 'CHUK', 'EGFR', 'ERBB2', 'FGF7', 'ITGB7', 'KITLG', 'NFKB1', 'PPP2R3A', 'PRKAA2', 'RAC1', 'RELA', 'RPS6KB1']
0.5%	hsa04217	['Necroptosis']	1	3.89849000	-1.96291543	0.98333017	0.42327182	1.00000000	0.08692913	0.04094297	0.99997000	['FAF1']
0.5%	hsa05146	['Amoebiasis']	3	7.17947000	-1.25891485	0.98487015	0.42327182	1.00000000	0.05038950	0.01833586	0.99997000	['IL12A', 'NFKB1', 'RELA']
0.5%	hsa04020	['Calcium signaling pathway']	10	16.68370000	-0.73843928	0.98539015	0.42327182	1.00000000	0.03241968	0.00960929	0.99997000	['ATP2A1', 'ATP2A2', 'EGFR', 'ERBB2', 'GRM1', 'ITPR2', 'MCU', 'MYLK3', 'PHKG2', 'PPP3CB']
0.5%	hsa04726	['Serotonergic synapse']	4	8.68056000	-1.11778812	0.98579014	0.42327182	1.00000000	0.04305957	0.01480898	0.99997000	['APP', 'GABRB3', 'GNAO1', 'ITPR2']
0.1%	hsa04015	['Rap1 signaling pathway']	1	4.14807000	-2.05244024	0.98744013	0.42327182	1.00000000	0.07087929	0.03091854	0.99997000	['FGF7']
0.5%	hsa05031	['Amphetamine addiction']	2	5.59600000	-1.48439596	0.98767012	0.42327182	1.00000000	0.05335947	0.02014463	0.99997000	['PPP1CC', 'PPP3CB']
0.5%	hsa00512	['Mucin type O-glycan biosynthesis']	1	3.29443000	-1.72002887	0.98828012	0.42327182	1.00000000	0.09406906	0.04379483	0.99997000	['GALNT13']
0.5%	hsa04724	['Glutamatergic synapse']	7	13.07894000	-0.90181879	0.98962010	0.42327182	1.00000000	0.02712973	0.00823167	0.99997000	['GNAO1', 'GRM1', 'GRM7', 'ITPR2', 'PPP3CB', 'SHANK2', 'SLC1A3']
0.5%	hsa05032	['Morphine addiction']	4	9.18354000	-1.19905038	0.99035010	0.42327182	1.00000000	0.03015970	0.00918731	0.99997000	['GABRA5', 'GABRB3', 'GNAO1', 'PDE8A']
0.5%	hsa02000	['Transporters']	20	30.69637000	-0.61806806	0.99157008	0.42327182	1.00000000	0.01547985	0.00488456	0.87990699	['ABCA12', 'MCU', 'RFT1', 'SFXN2', 'SLC13A2', 'SLC17A9', 'SLC1A3', 'SLC22A7', 'SLC25A13', 'SLC25A47', 'SLC28A1', 'SLC29A2', 'SLC39A14', 'SLC47A1', 'SLC47A2', 'SLC5A10', 'SLC6A12', 'SLC7A6', 'STARD3', 'TMBIM6']
0.5%	hsa04923	['Regulation of lipolysis in adipocytes']	1	3.87643000	-1.95472861	0.99256007	0.42327182	1.00000000	0.06193938	0.02421636	0.99997000	['AKT2']
0.5%	hsa04961	['Endocrine and other factor-regulated calcium reabsorption']	1	4.45593000	-2.15572657	0.99448006	0.42327182	1.00000000	0.03976960	0.01473615	0.99997000	['CLTC']
0.5%	hsa04131	['Membrane trafficking']	66	85.50016000	-0.37346110	0.99549005	0.42327182	1.00000000	0.00656993	0.00233410	0.54580993	['AKAP13', 'ALDOC', 'ANKRD13A', 'ANKRD13C', 'AP4M1', 'AP4S1', 'ARF5', 'ARFIP1', 'ARHGAP42', 'ARHGEF4', 'BAG3', 'BAIAP2L1', 'BLOC1S6', 'BORCS6', 'CARMIL2', 'CLTC', 'COG5', 'COPG2', 'CYTH3', 'DMXL2', 'DOCK6', 'EPN2', 'ERC1', 'FAM109A', 'FCHSD2', 'FER', 'GBF1', 'GCC1', 'GIPC2', 'GOLGA4', 'GOLPH3L', 'INPP5B', 'LLGL1', 'LRP1', 'MAN2C1', 'NBEA', 'PDIA3', 'PGAP3', 'PITPNM2', 'PLCH1', 'PLEK2', 'PRKAA2', 'PSD', 'RAB10', 'RAB2A', 'RAB35', 'RAC1', 'RNF41', 'SCARB1', 'SERINC4', 'SH3BP4', 'SNX1', 'SRC', 'STX12', 'STX6', 'SYNJ1', 'TCAP', 'ULK2', 'USP15', 'VPS29', 'VPS35', 'VPS39', 'VPS45', 'VPS54', 'YIPF3', 'YIPF4']
0.5%	hsa00514	['Other types of O-glycan biosynthesis']	1	4.25344000	-2.08863010	0.99572004	0.42327182	1.00000000	0.03878961	0.01394882	0.99997000	['GALNT13']
0.1%	hsa02000	['Transporters']	2	7.44245000	-1.89577762	0.99633004	0.42327182	1.00000000	0.01743983	0.00488456	0.94175058	['MCU', 'SLC5A10']
0.1%	hsa04515	['Cell adhesion molecules']	1	5.16995000	-2.37015033	0.99643004	0.42327182	1.00000000	0.02630974	0.00823167	0.99997000	['ITGB7']
0.5%	hsa04935	['Growth hormone synthesis, secretion and action']	3	9.08760000	-1.59893683	0.99710003	0.42327182	1.00000000	0.01034990	0.00435396	0.69861801	['AKT2', 'ITPR2', 'SHC4']
0.5%	hsa04090	['CD molecules']	6	14.30448000	-1.25343265	0.99729003	0.42327182	1.00000000	0.00776992	0.00264690	0.59939401	['CD28', 'CD63', 'CTLA4', 'ERBB2', 'ICOS', 'LRP1']
0.5%	hsa04918	['Thyroid hormone synthesis']	1	5.71373000	-2.51443286	0.99845002	0.42327182	1.00000000	0.01128989	0.00435396	0.71723989	['ITPR2']
0.5%	hsa04725	['Cholinergic synapse']	3	9.79856000	-1.70760725	0.99881001	0.42327182	1.00000000	0.00552994	0.00200861	0.49769502	['AKT2', 'GNAO1', 'ITPR2']
0.5%	hsa04040	['Ion channels']	14	26.56393000	-0.92404177	0.99934001	0.42327182	1.00000000	0.00167998	0.00028067	0.22679773	['ANO4', 'CACNA2D3', 'CACNB3', 'GABRA5', 'GABRB3', 'GRID2', 'HCN1', 'HVCN1', 'ITPR2', 'KCNC1', 'KCNH3', 'KCNJ1', 'SCN2A', 'SCN3A']
0.5%	hsa04360	['Axon guidance']	7	16.93586000	-1.27465442	0.99968000	0.42327182	1.00000000	0.00135999	0.00028067	0.22679773	['MYL9', 'NCK1', 'NEO1', 'NFATC3', 'PPP3CB', 'RAC1', 'SRC']
0.5%	hsa04970	['Salivary secretion']	1	6.52401000	-2.70575899	0.99981000	0.42327182	1.00000000	0.00327997	0.00059074	0.35423646	['ITPR2']
0.5%	hsa04512	['ECM-receptor interaction']	1	7.73535000	-2.95146657	0.99987000	0.42327182	1.00000000	0.00158998	0.00028067	0.22679773	['ITGB7']
0.5%	hsa01003	['Glycosyltransferases']	3	14.36682000	-2.25970636	0.99998000	0.42327182	1.00000000	0.00008000	0.00002333	0.04319957	['FUT5', 'GALNT13', 'ST8SIA1']
0.05%	hsa04080	['Neuroactive ligand-receptor interaction']	0	2.15797000		1.00000000	0.42327182	1.00000000	0.10894891	0.04714214	0.99997000	None
0.05%	hsa03051	['Proteasome']	0	0.17748000		1.00000000	0.42327182	1.00000000	0.83673163	0.42134190	0.99997000	None
0.05%	hsa04621	['NOD-like receptor signaling pathway']	0	0.71612000		1.00000000	0.42327182	1.00000000	0.48333517	0.30108183	0.99997000	None
0.05%	hsa04620	['Toll-like receptor signaling pathway']	0	0.29974000		1.00000000	0.42327182	1.00000000	0.73988260	0.42134190	0.99997000	None
0.05%	hsa04614	['Renin-angiotensin system']	0	0.10257000		1.00000000	0.42327182	1.00000000	0.90187098	0.42134190	0.99997000	None
0.05%	hsa04612	['Antigen processing and presentation']	0	0.11150000		1.00000000	0.42327182	1.00000000	0.89525105	0.42134190	0.99997000	None
0.5%	hsa04061	['Viral protein interaction with cytokine and cytokine receptor']	0	1.48013000		1.00000000	0.42327182	1.00000000	0.21872781	0.14732172	0.99997000	None
0.05%	hsa04610	['Complement and coagulation cascades']	0	0.30198000		1.00000000	0.42327182	1.00000000	0.73921261	0.42134190	0.99997000	None
0.05%	hsa03060	['Protein export']	0	0.15989000		1.00000000	0.42327182	1.00000000	0.84671153	0.42134190	0.99997000	None
0.5%	hsa04974	['Protein digestion and absorption']	0	5.34183000		1.00000000	0.42327182	1.00000000	0.00280997	0.00059074	0.33719663	None
0.05%	hsa03310	['Nuclear receptors']	0	0.38814000		1.00000000	0.42327182	1.00000000	0.67384326	0.39924970	0.99997000	None
0.05%	hsa04520	['Adherens junction']	0	0.91865000		1.00000000	0.42327182	1.00000000	0.38725613	0.25068958	0.99997000	None
0.05%	hsa03320	['PPAR signaling pathway']	0	0.31214000		1.00000000	0.42327182	1.00000000	0.72984270	0.42134190	0.99997000	None
